crn,seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
53774,10,0,10,0,0,0
93529,50,50,0,0,0,0
54678,15,0,15,0,0,0
59022,50,29,21,20,0,20
33150,40,26,14,0,0,0
80229,15,0,15,0,0,0
54521,15,0,15,0,0,0
86832,24,24,0,0,0,0
28453,50,44,6,0,0,0
22186,20,0,20,0,0,0
56221,10,0,10,0,0,0
54387,15,0,15,0,0,0
93530,50,20,30,0,0,0
59344,50,22,28,15,0,15
81106,15,3,12,0,0,0
33151,30,26,4,0,0,0
53130,15,0,15,0,0,0
80780,24,24,0,0,0,0
84551,200,187,13,0,0,0
21298,20,0,20,0,0,0
53062,15,0,15,0,0,0
93531,50,16,34,0,0,0
53783,15,0,15,0,0,0
28454,50,27,23,0,0,0
84796,15,0,15,0,0,0
33755,40,19,21,0,0,0
53424,15,3,12,0,0,0
92088,75,65,10,0,0,0
80781,24,23,1,0,0,0
52822,70,47,23,35,0,35
24445,10,0,10,0,0,0
93523,6,2,4,0,0,0
53063,15,0,15,0,0,0
56910,10,0,10,0,0,0
86883,10,0,10,0,0,0
31324,30,13,17,0,0,0
28455,50,20,30,0,0,0
52699,15,1,14,0,0,0
89544,75,72,3,0,0,0
81300,24,24,0,0,0,0
57836,50,5,45,25,0,25
24465,5,2,3,0,0,0
95335,0,0,0,0,0,0
53064,15,0,15,0,0,0
57303,10,0,10,0,0,0
95250,15,1,14,0,0,0
28456,50,16,34,0,0,0
33152,30,9,21,0,0,0
56394,10,0,10,0,0,0
91065,75,60,15,0,0,0
81563,24,24,0,0,0,0
93532,35,25,10,0,0,0
53247,15,0,15,0,0,0
53343,15,0,15,0,0,0
57028,50,23,27,35,0,35
84104,15,0,15,0,0,0
28457,50,8,42,0,0,0
33154,30,30,0,0,0,0
53135,15,5,10,0,0,0
24759,55,4,51,0,0,0
80434,24,23,1,0,0,0
94281,55,50,5,0,0,0
95338,25,0,25,0,0,0
59728,10,0,10,0,0,0
57785,65,20,45,40,0,40
28697,50,50,0,0,0,0
82005,15,0,15,0,0,0
55109,10,0,10,0,0,0
33155,30,9,21,0,0,0
52700,15,0,15,0,0,0
93886,36,35,1,0,0,0
24149,6,0,6,0,0,0
82327,50,7,43,0,0,0
59036,65,20,45,40,0,40
83453,15,1,14,0,0,0
21093,12,9,3,0,0,0
55114,10,0,10,0,0,0
53717,15,0,15,0,0,0
93533,320,177,143,50,0,50
22741,1,0,1,0,0,0
58768,15,2,13,0,0,0
81554,216,213,3,0,0,0
80783,200,192,8,0,0,0
28698,50,25,25,0,0,0
52820,50,25,25,35,0,35
86891,10,0,10,0,0,0
20979,15,1,14,0,0,0
55335,10,0,10,0,0,0
81406,230,198,32,50,0,50
60054,10,0,10,0,0,0
23914,20,0,20,0,0,0
86833,24,23,1,0,0,0
54525,15,4,11,0,0,0
84990,100,100,0,0,0,0
28699,50,17,33,0,0,0
53180,50,36,14,10,0,10
53065,15,0,15,0,0,0
20211,15,0,15,0,0,0
24875,5,0,5,0,0,0
59941,10,1,9,0,0,0
90877,5,0,5,5,0,5
89973,24,24,0,0,0,0
93895,150,149,1,0,0,0
52701,15,6,9,0,0,0
83445,15,0,15,0,0,0
28700,50,3,47,0,0,0
25376,10,1,9,0,0,0
58773,50,19,31,0,0,0
83290,24,24,0,0,0,0
59995,15,1,14,0,0,0
93896,150,144,6,0,0,0
28701,50,12,38,0,0,0
86887,15,0,15,0,0,0
55886,10,0,10,0,0,0
24111,15,0,15,0,0,0
93535,50,50,0,0,0,0
60885,10,0,10,0,0,0
52832,51,9,42,25,0,25
84708,200,194,6,0,0,0
81844,24,24,0,0,0,0
55787,10,0,10,0,0,0
28458,10,2,8,0,0,0
53066,15,1,14,0,0,0
93537,50,46,4,0,0,0
25819,10,0,10,0,0,0
54291,15,2,13,0,0,0
80230,15,0,15,0,0,0
20547,20,0,20,0,0,0
58327,50,19,31,10,0,10
94810,24,23,1,0,0,0
93794,35,35,0,0,0,0
28459,200,109,91,0,0,0
60063,10,0,10,0,0,0
56462,10,4,6,0,0,0
27163,20,3,17,0,0,0
93538,50,43,7,0,0,0
55173,10,0,10,0,0,0
84533,15,0,15,0,0,0
33748,15,0,15,0,0,0
57546,80,31,49,50,0,50
81555,24,24,0,0,0,0
87756,45,44,1,0,0,0
23524,15,0,15,0,0,0
93539,50,28,22,0,0,0
55229,5,0,5,0,0,0
21942,20,1,19,0,0,0
54288,15,2,13,0,0,0
21981,200,184,16,0,0,0
85199,15,0,15,0,0,0
81557,24,24,0,0,0,0
60677,0,1,0,0,0,0
93795,45,37,8,0,0,0
21742,15,0,15,0,0,0
60092,15,3,12,0,0,0
23727,10,3,7,0,0,0
60770,10,0,10,0,0,0
24715,175,175,0,50,40,10
80231,15,2,13,0,0,0
94854,50,5,45,0,0,0
81558,24,23,1,0,0,0
80512,29,29,0,0,0,0
59346,50,48,2,15,0,15
55239,10,0,10,0,0,0
22957,15,0,15,0,0,0
24930,2,0,2,0,0,0
52702,15,0,15,0,0,0
28692,250,250,0,50,50,0
60432,150,135,15,999,0,999
81894,15,0,15,0,0,0
94853,50,15,35,0,0,0
82526,24,24,0,0,0,0
60907,5,4,1,0,0,0
93805,35,28,7,0,0,0
53067,15,0,15,0,0,0
25827,10,0,10,0,0,0
21095,10,0,10,0,0,0
57864,21,17,4,10,0,10
22413,10,1,9,5,0,5
56624,10,2,8,0,0,0
80232,15,0,15,0,0,0
93536,5,0,5,0,0,0
90972,25,25,0,0,0,0
58537,5,2,3,0,0,0
53068,15,0,15,0,0,0
92477,35,21,14,0,0,0
22949,15,0,15,0,0,0
60148,125,28,97,0,0,0
20346,20,0,20,0,0,0
53140,15,3,12,0,0,0
86246,10,0,10,0,0,0
27759,225,139,86,50,0,50
93019,5,0,5,0,0,0
58230,18,18,0,10,0,10
60630,5,1,4,0,0,0
53069,15,0,15,0,0,0
89454,45,44,1,0,0,0
25823,15,0,15,0,0,0
60147,125,28,97,0,0,0
24538,1,0,1,0,0,0
80233,15,0,15,0,0,0
56002,15,0,15,0,0,0
28460,50,50,0,0,0,0
60631,5,1,4,0,0,0
54653,10,0,10,0,0,0
60433,100,99,1,999,0,999
86310,44,38,6,0,0,0
20212,15,0,15,0,0,0
59136,50,16,34,0,0,0
20348,55,4,51,0,0,0
90276,5,0,5,0,0,0
80234,15,1,14,0,0,0
28461,50,50,0,0,0,0
52703,15,0,15,0,0,0
54431,10,0,10,0,0,0
59482,5,1,4,0,0,0
93796,35,14,21,0,0,0
23889,15,0,15,0,0,0
59402,40,28,12,0,0,0
92768,5,0,5,0,0,0
28462,50,32,18,0,0,0
95131,15,1,14,0,0,0
60521,15,1,14,0,0,0
20347,20,0,20,0,0,0
60028,5,0,5,0,0,0
60075,5,0,5,0,0,0
58375,700,444,256,999,0,999
24477,15,0,15,0,0,0
87598,45,45,0,0,0,0
59435,55,30,25,0,0,0
82760,5,0,5,0,0,0
28463,50,29,21,0,0,0
52704,15,0,15,0,0,0
20349,20,4,16,0,0,0
57714,10,0,10,0,0,0
60003,5,3,2,0,0,0
85065,15,0,15,0,0,0
20213,15,1,14,0,0,0
93797,45,42,3,25,0,25
88617,5,0,5,0,0,0
58858,50,48,2,50,0,50
28464,50,10,40,0,0,0
52705,15,0,15,0,0,0
24380,20,2,18,0,0,0
56377,300,124,176,0,0,0
54158,10,0,10,0,0,0
82799,15,0,15,0,0,0
21636,15,0,15,0,0,0
89080,5,0,5,0,0,0
60429,500,287,213,999,0,999
28465,50,50,0,0,0,0
53155,15,0,15,0,0,0
58699,15,7,8,0,0,0
23915,20,5,15,0,0,0
57103,100,51,49,0,0,0
81003,15,0,15,0,0,0
93878,30,23,7,0,0,0
20214,15,0,15,0,0,0
80421,22,21,1,0,0,0
60404,100,52,48,50,0,50
28466,50,40,10,0,0,0
93540,50,49,1,0,0,0
53280,15,0,15,0,0,0
81470,15,0,15,0,0,0
60434,25,3,22,25,0,25
52707,15,0,15,0,0,0
20350,20,2,18,0,0,0
25328,10,0,10,0,0,0
84013,15,0,15,0,0,0
57030,55,30,25,20,0,20
60428,550,537,13,999,0,999
28467,50,43,7,0,0,0
93541,50,49,1,0,0,0
53070,15,0,15,0,0,0
55929,15,0,15,0,0,0
56693,35,18,17,5,0,5
20215,15,0,15,0,0,0
84553,15,11,4,0,0,0
59436,50,11,39,0,0,0
84033,15,0,15,0,0,0
60405,50,49,1,50,0,50
28757,50,50,0,0,0,0
80235,15,2,13,0,0,0
93542,50,5,45,0,0,0
53071,15,0,15,0,0,0
56694,25,10,15,5,0,5
60090,15,0,15,0,0,0
91099,16,15,1,0,0,0
32410,15,1,14,0,0,0
89898,5,0,5,0,0,0
57441,50,11,39,10,0,10
28758,50,48,2,0,0,0
57438,950,923,27,999,0,999
85654,10,0,10,0,0,0
60461,25,8,17,5,0,5
93543,50,44,6,0,0,0
53425,15,0,15,0,0,0
55339,10,0,10,0,0,0
86033,20,14,6,0,0,0
86538,5,0,5,0,0,0
20216,15,0,15,0,0,0
59403,45,16,29,0,0,0
59687,1,0,1,0,0,0
81014,15,2,13,0,0,0
28759,50,49,1,0,0,0
52911,15,0,15,0,0,0
53361,15,0,15,0,0,0
55768,60,4,56,0,0,0
93544,50,27,23,0,0,0
85818,15,0,15,0,0,0
88130,9,9,0,0,0,0
24365,15,0,15,0,0,0
60421,15,6,9,0,0,0
60414,150,140,10,50,0,50
80236,15,0,15,0,0,0
28760,50,41,9,0,0,0
54136,10,0,10,0,0,0
56182,15,5,10,0,0,0
22425,15,0,15,0,0,0
93706,6,2,4,0,0,0
93545,50,50,0,0,0,0
92730,6,5,1,0,0,0
94764,15,1,14,0,0,0
59383,15,15,0,15,0,15
55769,60,3,57,0,0,0
32047,50,13,37,0,0,0
57692,15,3,12,0,0,0
55895,10,0,10,0,0,0
20889,15,0,15,0,0,0
93546,50,37,13,0,0,0
93701,20,15,5,0,0,0
56572,11,11,0,10,0,10
59800,15,13,2,15,0,15
82972,15,1,14,0,0,0
84042,1,0,1,0,0,0
28468,10,1,9,0,0,0
56925,15,2,13,0,0,0
93703,10,0,10,0,0,0
21309,15,0,15,0,0,0
53976,10,0,10,0,0,0
57907,550,450,100,50,0,50
93547,50,49,1,0,0,0
90029,20,0,20,0,0,0
59426,40,20,20,0,0,0
80237,15,1,14,0,0,0
21371,250,249,0,100,45,55
59297,100,20,80,999,0,999
53377,10,0,10,0,0,0
59783,35,10,25,10,0,10
57082,10,0,10,0,0,0
93712,2,2,0,0,0,0
93548,50,47,3,0,0,0
60747,2,1,1,0,0,0
20217,15,0,15,0,0,0
93128,15,0,15,0,0,0
86875,10,0,10,0,0,0
21392,250,249,0,50,7,43
59420,75,58,17,50,0,50
53072,15,0,15,0,0,0
52706,15,3,12,0,0,0
24835,10,0,10,0,0,0
60567,10,5,5,0,0,0
82505,15,0,15,0,0,0
93550,50,50,0,0,0,0
82242,35,34,1,0,0,0
25616,250,183,67,50,0,50
85828,15,0,15,0,0,0
54569,15,0,15,0,0,0
54529,15,3,12,0,0,0
53073,15,0,15,0,0,0
20899,15,1,14,0,0,0
59888,100,80,20,200,0,200
85723,10,3,7,0,0,0
93551,50,2,48,0,0,0
84041,1,0,1,0,0,0
93708,10,4,6,0,0,0
54452,15,0,15,0,0,0
21372,35,35,0,20,2,18
20218,15,0,15,0,0,0
56165,15,3,12,0,0,0
82506,15,0,15,0,0,0
57908,800,269,531,50,0,50
53210,10,0,10,0,0,0
88476,10,0,10,0,0,0
93552,50,34,16,0,0,0
87400,20,16,4,0,0,0
54465,15,0,15,0,0,0
28470,55,54,1,0,0,0
23905,100,100,0,0,0,0
52708,15,1,14,0,0,0
90380,15,1,14,0,0,0
22571,15,0,15,0,0,0
54390,10,0,10,0,0,0
59900,20,3,17,0,0,0
84084,1,0,1,0,0,0
93553,50,8,42,0,0,0
81170,15,1,14,0,0,0
53724,15,0,15,0,0,0
28471,55,55,0,0,0,0
24280,75,75,0,0,0,0
52709,15,2,13,0,0,0
80238,15,0,15,0,0,0
20219,15,0,15,0,0,0
53748,10,0,10,0,0,0
93555,50,33,17,0,0,0
59973,10,9,1,0,0,0
92010,0,0,0,0,0,0
93798,40,21,19,0,0,0
81562,15,13,2,0,0,0
55036,15,0,15,0,0,0
28472,52,52,0,0,0,0
29110,50,50,0,0,0,0
56099,15,2,13,0,0,0
85150,15,0,15,0,0,0
58014,40,10,30,0,0,0
93556,50,45,5,0,0,0
53362,10,0,10,0,0,0
86419,0,0,0,0,0,0
91097,30,20,10,0,0,0
85529,15,10,5,0,0,0
30116,15,0,15,0,0,0
28473,50,40,10,0,0,0
29112,35,35,0,0,0,0
81055,15,0,15,0,0,0
57626,15,4,11,0,0,0
59398,200,53,147,50,0,50
54352,15,0,15,0,0,0
55587,10,0,10,0,0,0
93557,50,7,43,0,0,0
93018,5,0,5,0,0,0
22169,15,0,15,0,0,0
91108,30,30,0,0,0,0
28474,50,12,38,0,0,0
22007,20,15,5,0,0,0
85074,15,0,15,0,0,0
55973,15,0,15,0,0,0
59415,30,19,11,0,0,0
57906,550,461,89,50,0,50
56295,10,0,10,0,0,0
93558,50,18,32,0,0,0
55934,10,0,10,0,0,0
88860,5,0,5,0,0,0
91063,20,8,12,0,0,0
28475,52,52,0,0,0,0
26352,153,139,14,25,0,25
58015,30,1,29,5,0,5
80239,15,0,15,0,0,0
53797,15,1,14,0,0,0
55561,3,0,3,0,0,0
53236,15,0,15,0,0,0
93561,10,1,9,0,0,0
53274,15,0,15,0,0,0
93667,5,0,5,0,0,0
28476,51,49,2,0,0,0
93799,10,5,5,0,0,0
32607,140,88,52,25,0,25
57784,60,56,4,25,0,25
80240,15,0,15,0,0,0
52710,15,2,13,0,0,0
59520,5,0,5,0,0,0
54719,15,0,15,0,0,0
88492,5,0,5,0,0,0
53076,15,0,15,0,0,0
93562,230,183,47,25,0,25
83329,10,0,10,0,0,0
28477,50,47,3,0,0,0
33445,10,0,10,0,0,0
56547,50,40,10,0,0,0
80241,15,0,15,0,0,0
52711,15,1,14,0,0,0
60029,5,0,5,0,0,0
55228,5,0,5,0,0,0
93666,5,0,5,0,0,0
55906,10,0,10,0,0,0
82295,206,206,0,50,0,50
24902,10,0,10,0,0,0
82139,15,0,15,0,0,0
28478,50,23,27,0,0,0
32608,70,69,0,25,23,2
60462,25,18,7,5,0,5
53887,15,0,15,0,0,0
58737,10,0,10,0,0,0
82411,5,0,5,0,0,0
60030,5,0,5,0,0,0
80243,15,0,15,0,0,0
85473,200,200,0,50,0,50
22170,15,0,15,0,0,0
28479,50,13,37,0,0,0
83327,10,0,10,0,0,0
33446,5,3,2,0,0,0
54537,15,0,15,0,0,0
59898,20,5,15,0,0,0
81950,5,0,5,0,0,0
20394,240,231,9,36,0,36
92556,15,1,14,0,0,0
53077,15,0,15,0,0,0
28354,15,1,14,0,0,0
90770,150,151,0,50,0,50
59628,5,0,5,0,0,0
28480,50,13,37,0,0,0
83330,10,0,10,0,0,0
33457,150,148,2,25,0,25
54382,15,0,15,0,0,0
93663,5,0,5,0,0,0
59399,500,395,105,50,0,50
21161,24,23,1,4,0,4
82006,15,0,15,0,0,0
54354,10,0,10,0,0,0
20220,15,0,15,0,0,0
60069,1,0,1,0,0,0
28481,50,46,4,0,0,0
83328,10,0,10,0,0,0
82787,7,5,2,5,0,5
33456,5,0,5,0,0,0
86482,5,0,5,0,0,0
53764,15,0,15,0,0,0
81536,15,0,15,0,0,0
21160,24,24,0,4,0,4
24434,15,0,15,0,0,0
57227,35,15,20,0,0,0
53078,15,0,15,0,0,0
28482,50,50,0,0,0,0
86909,5,1,4,0,0,0
32610,70,68,2,25,0,25
89535,206,205,1,40,0,40
93668,5,0,5,0,0,0
54730,15,0,15,0,0,0
80248,15,0,15,0,0,0
22849,24,22,2,4,0,4
20933,15,0,15,0,0,0
58405,400,66,334,50,0,50
60933,5,1,4,0,0,0
28483,60,25,35,0,0,0
93565,50,50,0,0,0,0
83326,10,0,10,0,0,0
32609,70,57,13,25,0,25
94410,5,1,4,0,0,0
55433,5,0,5,0,0,0
84527,15,0,15,0,0,0
25783,24,24,0,4,0,4
53376,10,0,10,0,0,0
24374,15,0,15,0,0,0
59908,10,3,7,0,0,0
29251,50,6,44,0,0,0
93566,50,50,0,0,0,0
82192,15,0,15,0,0,0
33447,5,0,5,0,0,0
59694,5,0,5,0,0,0
54687,15,0,15,0,0,0
95045,5,1,4,0,0,0
87052,15,1,14,0,0,0
20668,24,24,0,4,0,4
54475,10,0,10,0,0,0
59400,100,24,76,35,0,35
29252,50,18,32,0,0,0
20221,15,0,15,0,0,0
93567,50,38,12,0,0,0
29390,0,0,0,0,0,0
94668,0,0,0,0,0,0
30982,35,36,0,25,2,23
60560,5,1,4,0,0,0
60694,10,0,10,0,0,0
83162,5,2,3,0,0,0
86238,10,1,9,0,0,0
53079,15,0,15,0,0,0
58406,400,110,290,50,0,50
20399,24,19,5,0,0,0
20222,15,0,15,0,0,0
93568,50,42,8,0,0,0
26470,50,49,1,0,0,0
25459,0,0,0,0,0,0
83335,15,0,15,0,0,0
60871,3,1,2,0,0,0
28484,35,27,8,0,0,0
93664,5,0,5,0,0,0
86895,15,0,15,0,0,0
20669,24,23,1,4,0,4
59899,20,1,19,0,0,0
20223,15,0,15,0,0,0
53654,15,0,15,0,0,0
93569,50,14,36,0,0,0
20464,45,45,0,0,0,0
94675,5,1,4,0,0,0
53780,10,0,10,0,0,0
23545,200,200,0,70,70,0
81657,5,0,5,0,0,0
60070,1,0,1,0,0,0
58447,10,2,8,0,0,0
20225,15,0,15,0,0,0
21162,24,24,0,4,0,4
93571,50,50,0,0,0,0
80242,15,0,15,0,0,0
92200,0,0,0,0,0,0
55291,20,0,20,0,0,0
29738,40,33,7,25,0,25
23546,275,275,0,70,69,1
93665,5,0,5,0,0,0
60046,2,0,2,0,0,0
21389,24,24,0,4,0,4
29784,15,0,15,0,0,0
54404,5,1,4,0,0,0
93572,50,50,0,0,0,0
82973,15,0,15,0,0,0
81037,10,0,10,0,0,0
53693,10,0,10,0,0,0
28485,50,47,3,0,0,0
33430,20,2,18,0,0,0
93662,5,0,5,0,0,0
21743,15,0,15,0,0,0
55565,10,0,10,0,0,0
31912,24,24,0,4,0,4
93573,50,50,0,0,0,0
84452,15,1,14,0,0,0
83332,15,0,15,0,0,0
28486,50,50,0,0,0,0
54141,10,0,10,0,0,0
87239,5,0,5,0,0,0
33490,25,19,6,14,0,14
21373,15,0,15,0,0,0
57341,5,0,5,0,0,0
31198,20,9,11,0,0,0
55038,10,0,10,0,0,0
93574,50,33,17,0,0,0
80244,15,1,14,0,0,0
88404,5,0,5,0,0,0
82359,10,0,10,0,0,0
28487,50,31,19,0,0,0
30784,30,30,0,25,1,24
53781,10,0,10,0,0,0
20230,15,0,15,0,0,0
57129,10,0,10,0,0,0
21384,240,216,24,36,0,36
54738,15,0,15,0,0,0
80245,15,0,15,0,0,0
93576,50,50,0,0,0,0
83336,15,0,15,0,0,0
53080,15,0,15,0,0,0
33441,15,12,3,0,0,0
93661,5,0,5,0,0,0
23883,15,0,15,0,0,0
32760,14,14,0,0,0,0
52953,10,1,9,0,0,0
54090,15,0,15,0,0,0
28488,50,15,35,0,0,0
93577,50,42,8,0,0,0
83333,15,0,15,0,0,0
84801,15,0,15,0,0,0
53081,15,0,15,0,0,0
30781,40,39,0,25,12,13
86478,5,1,4,0,0,0
25940,15,1,14,0,0,0
32807,14,14,0,0,0,0
53149,10,1,9,0,0,0
28489,60,60,0,0,0,0
54567,15,0,15,0,0,0
87658,15,2,13,0,0,0
93578,50,50,0,0,0,0
82128,15,1,14,0,0,0
32662,36,33,3,25,0,25
54654,10,0,10,0,0,0
89251,10,0,10,0,0,0
25321,10,0,10,0,0,0
31933,24,23,1,4,0,4
58147,5,0,5,0,0,0
28490,65,62,3,0,0,0
53237,15,0,15,0,0,0
93268,5,0,5,0,0,0
93570,5,4,1,0,0,0
84732,15,0,15,0,0,0
33434,15,8,7,0,0,0
89630,5,1,4,0,0,0
25831,15,0,15,0,0,0
28032,24,24,0,4,0,4
57321,10,0,10,0,0,0
28491,75,14,61,0,0,0
83331,15,0,15,0,0,0
82007,15,0,15,0,0,0
31796,25,25,0,0,0,0
93580,206,165,41,0,0,0
20224,15,0,15,0,0,0
32805,10,9,1,0,0,0
57158,5,0,5,0,0,0
28492,75,25,50,0,0,0
83334,15,0,15,0,0,0
80246,15,0,15,0,0,0
33432,35,37,0,0,0,0
81533,240,240,0,50,0,50
32759,10,9,1,0,0,0
57157,20,0,20,0,0,0
22572,15,0,15,0,0,0
32050,50,50,0,0,0,0
82169,15,3,12,0,0,0
80247,15,0,15,0,0,0
81566,200,197,3,50,0,50
32663,36,36,0,25,10,15
53977,10,0,10,0,0,0
53196,15,0,15,0,0,0
23816,15,0,15,0,0,0
22845,24,24,0,4,0,4
54405,10,0,10,0,0,0
31160,60,60,0,0,0,0
83481,20,0,20,0,0,0
87812,90,62,28,0,0,0
82399,5,1,4,0,0,0
53782,10,0,10,0,0,0
33880,5,1,4,0,0,0
86610,103,105,0,50,0,50
57180,5,0,5,0,0,0
53006,15,0,15,0,0,0
21605,24,24,0,4,0,4
20226,15,1,14,0,0,0
22971,250,249,0,100,45,55
94397,15,4,11,0,0,0
91536,25,15,10,0,0,0
53973,10,0,10,0,0,0
86462,5,0,5,0,0,0
94860,150,150,0,50,0,50
29867,3,1,2,0,0,0
55640,1,0,1,0,0,0
57130,5,0,5,0,0,0
20227,15,0,15,0,0,0
28499,50,50,0,0,0,0
85476,50,19,31,0,0,0
93674,5,0,5,0,0,0
85249,40,7,33,0,0,0
54044,10,0,10,0,0,0
31972,24,2,22,0,0,0
33667,1,1,0,0,0,0
93232,5,0,5,5,0,5
54369,15,0,15,0,0,0
24116,15,0,15,0,0,0
53203,10,0,10,0,0,0
28500,50,50,0,0,0,0
85781,48,21,27,0,0,0
89789,30,25,5,0,0,0
82496,5,0,5,0,0,0
55904,10,0,10,0,0,0
25382,24,23,1,4,0,4
81534,35,35,0,20,0,20
25813,10,0,10,0,0,0
55426,5,0,5,0,0,0
28501,50,50,0,0,0,0
26406,15,1,14,0,0,0
60015,5,1,4,0,0,0
89560,11,11,0,0,0,0
87103,50,10,40,0,0,0
21385,24,24,0,4,0,4
58689,10,0,10,0,0,0
92769,5,0,5,0,0,0
92935,50,1,49,0,0,0
23510,1,0,1,0,0,0
53369,15,0,15,0,0,0
28502,50,50,0,0,0,0
24051,15,0,15,0,0,0
58025,10,4,6,0,0,0
90010,30,13,17,0,0,0
94791,95,0,95,0,0,0
21386,24,24,0,4,1,3
55033,10,1,9,0,0,0
33481,10,10,0,0,0,0
86314,5,0,5,0,0,0
93581,50,50,0,0,0,0
28503,50,49,1,0,0,0
59956,5,0,5,0,0,0
21387,24,24,0,4,0,4
86866,37,13,24,0,0,0
87549,20,7,13,0,0,0
53082,15,0,15,0,0,0
33483,10,3,7,0,0,0
53238,15,0,15,0,0,0
82449,5,0,5,0,0,0
93582,50,50,0,0,0,0
21744,15,0,15,0,0,0
54299,500,0,500,0,0,0
21390,250,247,0,100,27,73
58718,5,0,5,0,0,0
87644,70,17,53,0,0,0
22189,24,24,0,4,0,4
55299,5,0,5,0,0,0
83343,10,0,10,0,0,0
33565,10,1,9,0,0,0
57337,10,0,10,0,0,0
93583,50,50,0,0,0,0
93671,5,1,4,0,0,0
20228,15,0,15,0,0,0
30466,50,50,0,0,0,0
58221,10,2,8,0,0,0
30023,5,0,5,0,0,0
53243,15,0,15,0,0,0
83340,10,0,10,0,0,0
31797,3,0,3,0,0,0
93584,50,50,0,0,0,0
82004,5,0,5,0,0,0
20229,15,0,15,0,0,0
28504,50,50,0,0,0,0
53083,15,0,15,0,0,0
52941,10,1,9,0,0,0
28259,5,0,5,0,0,0
53707,15,0,15,0,0,0
32368,3,1,2,0,0,0
83339,10,0,10,0,0,0
93585,50,12,38,0,0,0
85791,5,1,4,0,0,0
28505,50,49,1,0,0,0
52950,10,1,9,0,0,0
53775,10,0,10,0,0,0
22386,5,0,5,0,0,0
20919,10,0,10,0,0,0
83344,10,0,10,0,0,0
93586,50,50,0,0,0,0
31327,40,10,30,0,0,0
93675,5,0,5,0,0,0
28506,50,49,1,0,0,0
89315,30,7,23,0,0,0
56936,10,0,10,0,0,0
55912,10,5,5,0,0,0
27149,5,0,5,0,0,0
26967,5,0,5,0,0,0
83341,10,0,10,0,0,0
33156,30,5,25,0,0,0
81815,5,0,5,0,0,0
93587,50,50,0,0,0,0
28507,50,49,1,0,0,0
86340,16,6,10,0,0,0
56289,10,0,10,0,0,0
52946,10,0,10,0,0,0
27513,5,0,5,0,0,0
22873,15,0,15,0,0,0
83338,10,0,10,0,0,0
25984,50,7,43,0,0,0
93588,50,46,4,0,0,0
92848,5,0,5,0,0,0
28705,250,196,54,100,0,100
87464,40,27,13,0,0,0
55131,10,0,10,0,0,0
56990,10,0,10,0,0,0
54345,15,0,15,0,0,0
31199,80,71,9,0,0,0
22870,15,0,15,0,0,0
25809,37,5,32,0,0,0
95325,5,1,4,0,0,0
28706,50,50,0,0,0,0
83342,10,0,10,0,0,0
89793,30,7,23,0,0,0
54082,15,0,15,0,0,0
93589,50,7,43,0,0,0
52947,10,4,6,0,0,0
31206,35,35,0,0,0,0
21844,15,0,15,0,0,0
33157,50,10,40,0,0,0
56751,10,0,10,0,0,0
84164,5,0,5,0,0,0
30464,50,29,21,0,0,0
83337,10,0,10,0,0,0
89426,45,19,26,0,0,0
31264,15,15,0,0,0,0
53154,10,1,9,0,0,0
93590,50,15,35,0,0,0
30217,5,0,5,0,0,0
31330,30,6,24,0,0,0
55508,5,0,5,0,0,0
55822,10,0,10,0,0,0
83061,10,0,10,0,0,0
28708,50,50,0,0,0,0
89427,30,6,24,0,0,0
83345,10,0,10,0,0,0
31335,10,7,3,0,0,0
55558,10,6,4,0,0,0
93591,50,9,41,0,0,0
22868,15,0,15,0,0,0
27718,30,20,10,0,0,0
54718,15,0,15,0,0,0
93672,5,1,4,0,0,0
30465,50,50,0,0,0,0
54724,10,0,10,0,0,0
90037,20,8,12,0,0,0
83755,10,7,3,0,0,0
31337,10,7,3,0,0,0
93592,50,40,10,0,0,0
31334,30,0,30,0,0,0
31964,15,0,15,0,0,0
53353,10,7,3,0,0,0
54737,15,0,15,0,0,0
82064,5,0,5,0,0,0
28711,50,17,33,0,0,0
90283,30,7,23,0,0,0
83754,13,7,6,0,0,0
55643,10,0,10,0,0,0
31270,15,11,4,0,0,0
93593,50,39,11,0,0,0
21878,15,1,14,0,0,0
28067,12,8,4,0,0,0
56985,10,0,10,0,0,0
93673,5,0,5,0,0,0
52631,15,0,15,0,0,0
28548,5,0,5,5,0,5
84087,12,11,1,0,0,0
58168,10,0,10,0,0,0
31266,40,30,10,0,0,0
93594,50,8,42,0,0,0
93881,30,9,21,0,0,0
54558,10,4,6,0,0,0
52632,15,0,15,0,0,0
32887,10,4,6,0,0,0
81820,5,0,5,0,0,0
20207,340,300,40,100,0,100
93808,7,6,1,0,0,0
55247,10,0,10,0,0,0
21043,15,2,13,0,0,0
93595,50,4,46,0,0,0
91224,40,15,25,0,0,0
52944,10,1,9,0,0,0
52633,15,0,15,0,0,0
93670,5,0,5,0,0,0
32892,10,4,6,0,0,0
31762,50,50,0,0,0,0
54030,10,0,10,0,0,0
91064,15,8,7,0,0,0
32752,10,4,6,0,0,0
55908,10,3,7,0,0,0
89981,40,15,25,0,0,0
93596,50,3,47,0,0,0
55589,5,0,5,0,0,0
94940,5,1,4,0,0,0
28065,15,0,15,0,0,0
31763,50,50,0,0,0,0
53700,10,0,10,0,0,0
94373,15,4,11,0,0,0
30022,5,0,5,0,0,0
90030,15,0,15,0,0,0
59619,10,0,10,0,0,0
